sub1_name,x1 (mole fraction),sub2_name,x2 (mole fraction),sub3_name,x3 (mole fraction),salt,x4 (mole fraction),x5 (mole fraction),temperature (K),ionic conductivity (mS/cm)
Propylene Carbonate,0.185838844,Fluoroethylene Carbonate,0.536682998,Ethyl Methyl Carbonate,0.182240063,LiPF6,0.047619048,0.047619048,283.15,4.17
Propylene Carbonate,0.169760501,Fluoroethylene Carbonate,0.490250438,Ethyl Methyl Carbonate,0.166473078,LiPF6,0.086757991,0.086757991,283.15,4.37
Propylene Carbonate,0.156220348,Fluoroethylene Carbonate,0.451147902,Ethyl Methyl Carbonate,0.153195131,LiPF6,0.11971831,0.11971831,283.15,3.46
Propylene Carbonate,0.144813712,Fluoroethylene Carbonate,0.41820674,Ethyl Methyl Carbonate,0.142009385,LiPF6,0.147485081,0.147485081,283.15,2.32
Propylene Carbonate,0.204172109,Fluoroethylene Carbonate,0.589627534,Ethyl Methyl Carbonate,0.200218303,LiPF6,0.002991027,0.002991027,293.15,0.502
Propylene Carbonate,0.185838844,Fluoroethylene Carbonate,0.536682998,Ethyl Methyl Carbonate,0.182240063,LiPF6,0.047619048,0.047619048,293.15,5.45
Propylene Carbonate,0.169760501,Fluoroethylene Carbonate,0.490250438,Ethyl Methyl Carbonate,0.166473078,LiPF6,0.086757991,0.086757991,293.15,5.97
Propylene Carbonate,0.156220348,Fluoroethylene Carbonate,0.451147902,Ethyl Methyl Carbonate,0.153195131,LiPF6,0.11971831,0.11971831,293.15,4.95
Propylene Carbonate,0.144813712,Fluoroethylene Carbonate,0.41820674,Ethyl Methyl Carbonate,0.142009385,LiPF6,0.147485081,0.147485081,293.15,3.55
Propylene Carbonate,0.209184655,Diethyl Carbonate,0.542328553,Ethylene Carbonate,0.242504738,LiPF6,0.002991027,0.002991027,243.15,0.179
Propylene Carbonate,0.190019904,Diethyl Carbonate,0.492642348,Ethylene Carbonate,0.22028732,LiPF6,0.048525214,0.048525214,243.15,1.71
Propylene Carbonate,0.173227453,Diethyl Carbonate,0.449106528,Ethylene Carbonate,0.200820075,LiPF6,0.088422972,0.088422972,243.15,1.25
Propylene Carbonate,0.159079796,Diethyl Carbonate,0.412427554,Ethylene Carbonate,0.184418901,LiPF6,0.122036874,0.122036874,243.15,0.452
Propylene Carbonate,0.147149561,Diethyl Carbonate,0.381497431,Ethylene Carbonate,0.170588353,LiPF6,0.150382328,0.150382328,243.15,0.0604
Propylene Carbonate,0.209184655,Diethyl Carbonate,0.542328553,Ethylene Carbonate,0.242504738,LiPF6,0.002991027,0.002991027,253.15,0.237
Propylene Carbonate,0.190019904,Diethyl Carbonate,0.492642348,Ethylene Carbonate,0.22028732,LiPF6,0.048525214,0.048525214,253.15,2.38
Propylene Carbonate,0.173227453,Diethyl Carbonate,0.449106528,Ethylene Carbonate,0.200820075,LiPF6,0.088422972,0.088422972,253.15,2.03
Propylene Carbonate,0.159079796,Diethyl Carbonate,0.412427554,Ethylene Carbonate,0.184418901,LiPF6,0.122036874,0.122036874,253.15,0.985
Propylene Carbonate,0.147149561,Diethyl Carbonate,0.381497431,Ethylene Carbonate,0.170588353,LiPF6,0.150382328,0.150382328,253.15,0.248
Propylene Carbonate,0.209184655,Diethyl Carbonate,0.542328553,Ethylene Carbonate,0.242504738,LiPF6,0.002991027,0.002991027,263.15,0.302
Propylene Carbonate,0.190019904,Diethyl Carbonate,0.492642348,Ethylene Carbonate,0.22028732,LiPF6,0.048525214,0.048525214,263.15,3.16
Propylene Carbonate,0.173227453,Diethyl Carbonate,0.449106528,Ethylene Carbonate,0.200820075,LiPF6,0.088422972,0.088422972,263.15,2.96
Propylene Carbonate,0.159079796,Diethyl Carbonate,0.412427554,Ethylene Carbonate,0.184418901,LiPF6,0.122036874,0.122036874,263.15,1.73
Propylene Carbonate,0.147149561,Diethyl Carbonate,0.381497431,Ethylene Carbonate,0.170588353,LiPF6,0.150382328,0.150382328,263.15,0.625
Propylene Carbonate,0.209184655,Diethyl Carbonate,0.542328553,Ethylene Carbonate,0.242504738,LiPF6,0.002991027,0.002991027,273.15,0.372
Propylene Carbonate,0.190019904,Diethyl Carbonate,0.492642348,Ethylene Carbonate,0.22028732,LiPF6,0.048525214,0.048525214,273.15,4.03
Propylene Carbonate,0.173227453,Diethyl Carbonate,0.449106528,Ethylene Carbonate,0.200820075,LiPF6,0.088422972,0.088422972,273.15,4.03
Propylene Carbonate,0.159079796,Diethyl Carbonate,0.412427554,Ethylene Carbonate,0.184418901,LiPF6,0.122036874,0.122036874,273.15,2.68
Propylene Carbonate,0.147149561,Diethyl Carbonate,0.381497431,Ethylene Carbonate,0.170588353,LiPF6,0.150382328,0.150382328,273.15,1.21
Propylene Carbonate,0.209184655,Diethyl Carbonate,0.542328553,Ethylene Carbonate,0.242504738,LiPF6,0.002991027,0.002991027,283.15,0.449
Propylene Carbonate,0.190019904,Diethyl Carbonate,0.492642348,Ethylene Carbonate,0.22028732,LiPF6,0.048525214,0.048525214,283.15,4.98
Propylene Carbonate,0.173227453,Diethyl Carbonate,0.449106528,Ethylene Carbonate,0.200820075,LiPF6,0.088422972,0.088422972,283.15,5.25
Propylene Carbonate,0.159079796,Diethyl Carbonate,0.412427554,Ethylene Carbonate,0.184418901,LiPF6,0.122036874,0.122036874,283.15,3.82
Propylene Carbonate,0.147149561,Diethyl Carbonate,0.381497431,Ethylene Carbonate,0.170588353,LiPF6,0.150382328,0.150382328,283.15,2.01
Propylene Carbonate,0.209184655,Diethyl Carbonate,0.542328553,Ethylene Carbonate,0.242504738,LiPF6,0.002991027,0.002991027,293.15,0.532
Propylene Carbonate,0.190019904,Diethyl Carbonate,0.492642348,Ethylene Carbonate,0.22028732,LiPF6,0.048525214,0.048525214,293.15,6.03
Propylene Carbonate,0.173227453,Diethyl Carbonate,0.449106528,Ethylene Carbonate,0.200820075,LiPF6,0.088422972,0.088422972,293.15,6.61
Propylene Carbonate,0.159079796,Diethyl Carbonate,0.412427554,Ethylene Carbonate,0.184418901,LiPF6,0.122036874,0.122036874,293.15,5.14
Propylene Carbonate,0.147149561,Diethyl Carbonate,0.381497431,Ethylene Carbonate,0.170588353,LiPF6,0.150382328,0.150382328,293.15,3.02
Diethyl Carbonate,0.15646097,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.839547014,LiPF6,0.001996008,0.001996008,243.15,0.123
Diethyl Carbonate,0.143846928,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.771861884,LiPF6,0.042145594,0.042145594,243.15,0.937
Diethyl Carbonate,0.132475191,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.710842781,LiPF6,0.078341014,0.078341014,243.15,0.604
Diethyl Carbonate,0.122926313,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.659604881,LiPF6,0.108734403,0.108734403,243.15,0.243
Diethyl Carbonate,0.114455697,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.614152773,LiPF6,0.135695765,0.135695765,243.15,0.0685
Diethyl Carbonate,0.15646097,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.839547014,LiPF6,0.001996008,0.001996008,253.15,0.182
Diethyl Carbonate,0.143846928,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.771861884,LiPF6,0.042145594,0.042145594,253.15,1.57
Diethyl Carbonate,0.132475191,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.710842781,LiPF6,0.078341014,0.078341014,253.15,1.25
Diethyl Carbonate,0.122926313,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.659604881,LiPF6,0.108734403,0.108734403,253.15,0.678
Diethyl Carbonate,0.114455697,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.614152773,LiPF6,0.135695765,0.135695765,253.15,0.294
Diethyl Carbonate,0.15646097,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.839547014,LiPF6,0.001996008,0.001996008,263.15,0.255
Diethyl Carbonate,0.143846928,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.771861884,LiPF6,0.042145594,0.042145594,263.15,2.38
Diethyl Carbonate,0.132475191,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.710842781,LiPF6,0.078341014,0.078341014,263.15,2.15
Diethyl Carbonate,0.122926313,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.659604881,LiPF6,0.108734403,0.108734403,263.15,1.39
Diethyl Carbonate,0.114455697,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.614152773,LiPF6,0.135695765,0.135695765,263.15,0.768
Diethyl Carbonate,0.15646097,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.839547014,LiPF6,0.001996008,0.001996008,273.15,0.342
Diethyl Carbonate,0.143846928,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.771861884,LiPF6,0.042145594,0.042145594,273.15,3.37
Diethyl Carbonate,0.132475191,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.710842781,LiPF6,0.078341014,0.078341014,273.15,3.3
Diethyl Carbonate,0.122926313,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.659604881,LiPF6,0.108734403,0.108734403,273.15,2.4
Diethyl Carbonate,0.114455697,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.614152773,LiPF6,0.135695765,0.135695765,273.15,1.54
Diethyl Carbonate,0.15646097,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.839547014,LiPF6,0.001996008,0.001996008,283.15,0.441
Diethyl Carbonate,0.143846928,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.771861884,LiPF6,0.042145594,0.042145594,283.15,4.52
Diethyl Carbonate,0.132475191,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.710842781,LiPF6,0.078341014,0.078341014,283.15,4.7
Diethyl Carbonate,0.122926313,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.659604881,LiPF6,0.108734403,0.108734403,283.15,3.69
Diethyl Carbonate,0.114455697,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.614152773,LiPF6,0.135695765,0.135695765,283.15,2.6
Diethyl Carbonate,0.15646097,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.839547014,LiPF6,0.001996008,0.001996008,293.15,0.551
Diethyl Carbonate,0.143846928,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.771861884,LiPF6,0.042145594,0.042145594,293.15,5.83
Diethyl Carbonate,0.132475191,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.710842781,LiPF6,0.078341014,0.078341014,293.15,6.31
Diethyl Carbonate,0.122926313,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.659604881,LiPF6,0.108734403,0.108734403,293.15,5.23
Diethyl Carbonate,0.114455697,Ethyl Methyl Carbonate,0,Ethylene Carbonate,0.614152773,LiPF6,0.135695765,0.135695765,293.15,3.94
Ethyl Methyl Carbonate,0.994017946,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.002991027,0.002991027,243.15,0.0576
Ethyl Methyl Carbonate,0.906577693,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.046711153,0.046711153,243.15,1.09
Ethyl Methyl Carbonate,0.828153565,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.085923218,0.085923218,243.15,2.04
Ethyl Methyl Carbonate,0.762114537,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.118942731,0.118942731,243.15,2.35
Ethyl Methyl Carbonate,0.706484642,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.146757679,0.146757679,243.15,1.98
Ethyl Methyl Carbonate,0.994017946,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.002991027,0.002991027,253.15,0.0724
Ethyl Methyl Carbonate,0.906577693,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.046711153,0.046711153,253.15,1.33
Ethyl Methyl Carbonate,0.828153565,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.085923218,0.085923218,253.15,2.52
Ethyl Methyl Carbonate,0.762114537,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.118942731,0.118942731,253.15,2.97
Ethyl Methyl Carbonate,0.706484642,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.146757679,0.146757679,253.15,2.55
Ethyl Methyl Carbonate,0.994017946,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.002991027,0.002991027,263.15,0.0891
Ethyl Methyl Carbonate,0.906577693,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.046711153,0.046711153,263.15,1.6
Ethyl Methyl Carbonate,0.828153565,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.085923218,0.085923218,263.15,3.08
Ethyl Methyl Carbonate,0.762114537,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.118942731,0.118942731,263.15,3.68
Ethyl Methyl Carbonate,0.706484642,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.146757679,0.146757679,263.15,3.23
Ethyl Methyl Carbonate,0.994017946,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.002991027,0.002991027,273.15,0.108
Ethyl Methyl Carbonate,0.906577693,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.046711153,0.046711153,273.15,1.92
Ethyl Methyl Carbonate,0.828153565,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.085923218,0.085923218,273.15,3.71
Ethyl Methyl Carbonate,0.762114537,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.118942731,0.118942731,273.15,4.5
Ethyl Methyl Carbonate,0.706484642,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.146757679,0.146757679,273.15,4.03
Ethyl Methyl Carbonate,0.994017946,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.002991027,0.002991027,283.15,0.128
Ethyl Methyl Carbonate,0.906577693,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.046711153,0.046711153,283.15,2.29
Ethyl Methyl Carbonate,0.828153565,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.085923218,0.085923218,283.15,4.42
Ethyl Methyl Carbonate,0.762114537,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.118942731,0.118942731,283.15,5.43
Ethyl Methyl Carbonate,0.706484642,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.146757679,0.146757679,283.15,4.94
Ethyl Methyl Carbonate,0.994017946,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.002991027,0.002991027,293.15,0.15
Ethyl Methyl Carbonate,0.906577693,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.046711153,0.046711153,293.15,2.7
Ethyl Methyl Carbonate,0.828153565,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.085923218,0.085923218,293.15,5.23
Ethyl Methyl Carbonate,0.762114537,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.118942731,0.118942731,293.15,6.48
Ethyl Methyl Carbonate,0.706484642,Ethylene Carbonate,0,Dimethyl Carbonate,0,LiTFSI,0.146757679,0.146757679,293.15,6.01
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.800389025,Dimethyl Carbonate,0.195618959,LiTFSI,0.001996008,0.001996008,243.15,0.15
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.738815665,Dimethyl Carbonate,0.180570131,LiTFSI,0.040307102,0.040307102,243.15,1.39
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.683168955,Dimethyl Carbonate,0.166969805,LiTFSI,0.07493062,0.07493062,243.15,1.03
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.6352517,Dimethyl Carbonate,0.155258596,LiTFSI,0.104744852,0.104744852,243.15,0.462
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.593962998,Dimethyl Carbonate,0.145167437,LiTFSI,0.130434783,0.130434783,243.15,0.183
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.800389025,Dimethyl Carbonate,0.195618959,LiTFSI,0.001996008,0.001996008,253.15,0.217
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.738815665,Dimethyl Carbonate,0.180570131,LiTFSI,0.040307102,0.040307102,253.15,2.14
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.683168955,Dimethyl Carbonate,0.166969805,LiTFSI,0.07493062,0.07493062,253.15,1.79
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.6352517,Dimethyl Carbonate,0.155258596,LiTFSI,0.104744852,0.104744852,253.15,0.96
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.593962998,Dimethyl Carbonate,0.145167437,LiTFSI,0.130434783,0.130434783,253.15,0.464
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.800389025,Dimethyl Carbonate,0.195618959,LiTFSI,0.001996008,0.001996008,263.15,0.298
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.738815665,Dimethyl Carbonate,0.180570131,LiTFSI,0.040307102,0.040307102,263.15,3.08
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.683168955,Dimethyl Carbonate,0.166969805,LiTFSI,0.07493062,0.07493062,263.15,2.78
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.6352517,Dimethyl Carbonate,0.155258596,LiTFSI,0.104744852,0.104744852,263.15,1.67
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.593962998,Dimethyl Carbonate,0.145167437,LiTFSI,0.130434783,0.130434783,263.15,0.909
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.800389025,Dimethyl Carbonate,0.195618959,LiTFSI,0.001996008,0.001996008,273.15,0.393
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.738815665,Dimethyl Carbonate,0.180570131,LiTFSI,0.040307102,0.040307102,273.15,4.2
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.683168955,Dimethyl Carbonate,0.166969805,LiTFSI,0.07493062,0.07493062,273.15,3.99
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.6352517,Dimethyl Carbonate,0.155258596,LiTFSI,0.104744852,0.104744852,273.15,2.59
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.593962998,Dimethyl Carbonate,0.145167437,LiTFSI,0.130434783,0.130434783,273.15,1.52
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.800389025,Dimethyl Carbonate,0.195618959,LiTFSI,0.001996008,0.001996008,283.15,0.501
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.738815665,Dimethyl Carbonate,0.180570131,LiTFSI,0.040307102,0.040307102,283.15,5.49
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.683168955,Dimethyl Carbonate,0.166969805,LiTFSI,0.07493062,0.07493062,283.15,5.41
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.6352517,Dimethyl Carbonate,0.155258596,LiTFSI,0.104744852,0.104744852,283.15,3.71
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.593962998,Dimethyl Carbonate,0.145167437,LiTFSI,0.130434783,0.130434783,283.15,2.3
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.800389025,Dimethyl Carbonate,0.195618959,LiTFSI,0.001996008,0.001996008,293.15,0.621
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.738815665,Dimethyl Carbonate,0.180570131,LiTFSI,0.040307102,0.040307102,293.15,6.92
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.683168955,Dimethyl Carbonate,0.166969805,LiTFSI,0.07493062,0.07493062,293.15,7.03
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.6352517,Dimethyl Carbonate,0.155258596,LiTFSI,0.104744852,0.104744852,293.15,5.02
Fluoroethylene Carbonate,0,Ethylene Carbonate,0.593962998,Dimethyl Carbonate,0.145167437,LiTFSI,0.130434783,0.130434783,293.15,3.22
Fluoroethylene Carbonate,0.358343392,Ethylene Carbonate,0.215774303,Dimethyl Carbonate,0.421890289,LiTFSI,0.001996008,0.001996008,243.15,0.15
Fluoroethylene Carbonate,0.32813554,Ethylene Carbonate,0.197584828,Dimethyl Carbonate,0.386325521,LiTFSI,0.043977055,0.043977055,243.15,1.45
Fluoroethylene Carbonate,0.302188417,Ethylene Carbonate,0.181960925,Dimethyl Carbonate,0.35577706,LiTFSI,0.080036799,0.080036799,243.15,1.15
Fluoroethylene Carbonate,0.279828607,Ethylene Carbonate,0.168497101,Dimethyl Carbonate,0.329452069,LiTFSI,0.111111111,0.111111111,243.15,0.563
Fluoroethylene Carbonate,0.260530083,Ethylene Carbonate,0.156876612,Dimethyl Carbonate,0.306731237,LiTFSI,0.137931034,0.137931034,243.15,0.219
Fluoroethylene Carbonate,0.358343392,Ethylene Carbonate,0.215774303,Dimethyl Carbonate,0.421890289,LiTFSI,0.001996008,0.001996008,253.15,0.219
Fluoroethylene Carbonate,0.32813554,Ethylene Carbonate,0.197584828,Dimethyl Carbonate,0.386325521,LiTFSI,0.043977055,0.043977055,253.15,2.25
Fluoroethylene Carbonate,0.302188417,Ethylene Carbonate,0.181960925,Dimethyl Carbonate,0.35577706,LiTFSI,0.080036799,0.080036799,253.15,1.98
Fluoroethylene Carbonate,0.279828607,Ethylene Carbonate,0.168497101,Dimethyl Carbonate,0.329452069,LiTFSI,0.111111111,0.111111111,253.15,1.15
Fluoroethylene Carbonate,0.260530083,Ethylene Carbonate,0.156876612,Dimethyl Carbonate,0.306731237,LiTFSI,0.137931034,0.137931034,253.15,0.558
Fluoroethylene Carbonate,0.358343392,Ethylene Carbonate,0.215774303,Dimethyl Carbonate,0.421890289,LiTFSI,0.001996008,0.001996008,263.15,0.302
Fluoroethylene Carbonate,0.32813554,Ethylene Carbonate,0.197584828,Dimethyl Carbonate,0.386325521,LiTFSI,0.043977055,0.043977055,263.15,3.25
Fluoroethylene Carbonate,0.302188417,Ethylene Carbonate,0.181960925,Dimethyl Carbonate,0.35577706,LiTFSI,0.080036799,0.080036799,263.15,3.07
Fluoroethylene Carbonate,0.279828607,Ethylene Carbonate,0.168497101,Dimethyl Carbonate,0.329452069,LiTFSI,0.111111111,0.111111111,263.15,1.98
Fluoroethylene Carbonate,0.260530083,Ethylene Carbonate,0.156876612,Dimethyl Carbonate,0.306731237,LiTFSI,0.137931034,0.137931034,263.15,1.09
Fluoroethylene Carbonate,0.358343392,Ethylene Carbonate,0.215774303,Dimethyl Carbonate,0.421890289,LiTFSI,0.001996008,0.001996008,273.15,0.401
Fluoroethylene Carbonate,0.32813554,Ethylene Carbonate,0.197584828,Dimethyl Carbonate,0.386325521,LiTFSI,0.043977055,0.043977055,273.15,4.44
Fluoroethylene Carbonate,0.302188417,Ethylene Carbonate,0.181960925,Dimethyl Carbonate,0.35577706,LiTFSI,0.080036799,0.080036799,273.15,4.41
Fluoroethylene Carbonate,0.279828607,Ethylene Carbonate,0.168497101,Dimethyl Carbonate,0.329452069,LiTFSI,0.111111111,0.111111111,273.15,3.04
Fluoroethylene Carbonate,0.260530083,Ethylene Carbonate,0.156876612,Dimethyl Carbonate,0.306731237,LiTFSI,0.137931034,0.137931034,273.15,1.82
Fluoroethylene Carbonate,0.358343392,Ethylene Carbonate,0.215774303,Dimethyl Carbonate,0.421890289,LiTFSI,0.001996008,0.001996008,283.15,0.513
Fluoroethylene Carbonate,0.32813554,Ethylene Carbonate,0.197584828,Dimethyl Carbonate,0.386325521,LiTFSI,0.043977055,0.043977055,283.15,5.82
Fluoroethylene Carbonate,0.302188417,Ethylene Carbonate,0.181960925,Dimethyl Carbonate,0.35577706,LiTFSI,0.080036799,0.080036799,283.15,5.98
Fluoroethylene Carbonate,0.279828607,Ethylene Carbonate,0.168497101,Dimethyl Carbonate,0.329452069,LiTFSI,0.111111111,0.111111111,283.15,4.34
Fluoroethylene Carbonate,0.260530083,Ethylene Carbonate,0.156876612,Dimethyl Carbonate,0.306731237,LiTFSI,0.137931034,0.137931034,283.15,2.75
Fluoroethylene Carbonate,0.358343392,Ethylene Carbonate,0.215774303,Dimethyl Carbonate,0.421890289,LiTFSI,0.001996008,0.001996008,293.15,0.638
Fluoroethylene Carbonate,0.32813554,Ethylene Carbonate,0.197584828,Dimethyl Carbonate,0.386325521,LiTFSI,0.043977055,0.043977055,293.15,7.37
Fluoroethylene Carbonate,0.302188417,Ethylene Carbonate,0.181960925,Dimethyl Carbonate,0.35577706,LiTFSI,0.080036799,0.080036799,293.15,7.79
Fluoroethylene Carbonate,0.279828607,Ethylene Carbonate,0.168497101,Dimethyl Carbonate,0.329452069,LiTFSI,0.111111111,0.111111111,293.15,5.86
Fluoroethylene Carbonate,0.260530083,Ethylene Carbonate,0.156876612,Dimethyl Carbonate,0.306731237,LiTFSI,0.137931034,0.137931034,293.15,3.87
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.994017946,Dimethyl Carbonate,0,LiTFSI,0.002991027,0.002991027,243.15,0.0576
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.906577693,Dimethyl Carbonate,0,LiTFSI,0.046711153,0.046711153,243.15,1.09
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.828153565,Dimethyl Carbonate,0,LiTFSI,0.085923218,0.085923218,243.15,2.04
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.762114537,Dimethyl Carbonate,0,LiTFSI,0.118942731,0.118942731,243.15,2.35
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.706484642,Dimethyl Carbonate,0,LiTFSI,0.146757679,0.146757679,243.15,1.98
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.994017946,Dimethyl Carbonate,0,LiTFSI,0.002991027,0.002991027,253.15,0.0724
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.906577693,Dimethyl Carbonate,0,LiTFSI,0.046711153,0.046711153,253.15,1.33
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.828153565,Dimethyl Carbonate,0,LiTFSI,0.085923218,0.085923218,253.15,2.52
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.762114537,Dimethyl Carbonate,0,LiTFSI,0.118942731,0.118942731,253.15,2.97
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.706484642,Dimethyl Carbonate,0,LiTFSI,0.146757679,0.146757679,253.15,2.55
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.994017946,Dimethyl Carbonate,0,LiTFSI,0.002991027,0.002991027,263.15,0.0891
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.906577693,Dimethyl Carbonate,0,LiTFSI,0.046711153,0.046711153,263.15,1.6
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.828153565,Dimethyl Carbonate,0,LiTFSI,0.085923218,0.085923218,263.15,3.08
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.762114537,Dimethyl Carbonate,0,LiTFSI,0.118942731,0.118942731,263.15,3.68
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.706484642,Dimethyl Carbonate,0,LiTFSI,0.146757679,0.146757679,263.15,3.23
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.994017946,Dimethyl Carbonate,0,LiTFSI,0.002991027,0.002991027,273.15,0.108
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.906577693,Dimethyl Carbonate,0,LiTFSI,0.046711153,0.046711153,273.15,1.92
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.828153565,Dimethyl Carbonate,0,LiTFSI,0.085923218,0.085923218,273.15,3.71
Fluoroethylene Carbonate,0,Ethyl Methyl Carbonate,0.762114537,Dimethyl Carbonate,0,LiTFSI,0.118942731,0.118942731,273.15,4.5
